3i. Percent of fleet that is electric,4b. Number of students in district,4e. Percentage of students in district eligible for free or reduced price lunch,4g. Percent of population below the poverty level
0.39507138739234177,-0.1551085944547213,0.8868451371339954,1.0347867339893815
-0.4861295274505519,0.390858152070869,1.075043146374016,1.720896058172623
-0.6379679758738142,-0.30265942365362675,0.7686209848104314,0.46546197562456354
3.817014278211483,-0.31370064216510946,0.8855716376270415,0.8596098852617453
-0.04667033124067461,-0.24060634169461184,0.6145906060013704,1.2829539363535327
-0.2893171907714865,-0.27878458102814785,-0.3632514092945614,-0.8045701776507985
-0.5904481651635709,-0.26731318517206193,0.17078889326873162,0.3632754805334428
1.0623502511020744,-0.33209072364689723,1.3501263093820843,0.6552368950795029
-0.8613387140088815,0.5948697577489473,0.7364620733855548,0.9617963803528664
1.7182226385090764,-0.27387338967726105,1.1440027551460228,2.2902208165374405
-0.31498176245263004,-0.3123742620192495,0.3832969158493379,1.3705423607173508
-0.43303879218589036,-0.3527750842999022,1.4122596603287974,0.46546197562456354
0.668826818657873,-0.357148553970035,-1.7682490457988378,-0.23524541928598094
-0.31498176245263004,-0.2711489331614407,0.056217238749953345,-0.11846085346755672
-0.38056900119333026,-0.021323440283119,-0.5685278102588412,-0.7753740361961923
0.03918932674715115,-0.3629201000101282,-0.1472997082688282,-0.45421648019552613
-0.8068860530078815,0.14737777502544488,0.6787313244095005,1.0931790168985933
-0.9052669111189319,-0.35614480683262745,1.6637879423742081,-0.11846085346755672
-0.6599536025822869,-0.13076772637258893,0.5739819980893951,0.12970634889659433
-0.5679611118810451,-0.36274085944987683,0.056217238749953345,2.4653976652650766
-0.8524055545219495,1.200523610838235,-1.0220863347069715,-0.9943450971057375
0.2591311903598005,-0.2531890290242561,0.5837747755239686,4.917873547451983
-0.31498176245263004,-0.3495846023274283,-0.4616957710574455,-0.45421648019552613
-0.8068860530078815,-0.27394508590136163,0.6267485548806666,1.1515712998078058
0.16105464776212952,-0.18468328689619287,1.0652080979198741,0.8158156730798362
3.817014278211483,-0.042437978280727186,-0.499885914579309,0.1151082781692913
-0.730367607810398,-0.17274586558345342,0.6129155644939391,1.0055905925347755
1.0186254252749407,-0.18461159067209232,1.1128528848397905,2.1296420385371078
0.5114174456801925,-0.35030156456843364,-0.7619665045849885,-0.1622550656494658
0.19293801663232737,-0.08821601736892015,0.44282824904857293,-0.07466664128564764
-0.31498176245263004,-0.3459280948983009,0.28779050762928765,-0.11846085346755672
-0.6101243367857809,-0.15593310103187746,0.5335063662431759,-0.395824197286314
3.817014278211483,-0.15711608872953634,-0.9000447029731506,-0.7899721069234954
-0.8972221390757795,1.7248739457975133,-0.06061915629530103,-0.016274358376435535
1.2412245385767111,-0.3235588729789333,0.24739275945746828,-0.11846085346755672
0.18449028641885623,-0.2756299471677242,0.7243090240194413,0.9763944510801691
0.03918932674715115,-0.3625974670016758,1.0593699141589659,1.7500921996272292
-0.509204617820252,0.6342309847801423,-0.8197935630675854,-0.7315798240142835
-0.9052669111189319,-0.3637804546993346,0.200494031189139,-0.6147952581958592
0.12773209904709637,-0.17844571539944615,0.8488561308832895,2.1296420385371078
-0.011862361786150638,0.6335498706511872,0.9727578233690825,1.0055905925347755
-0.31498176245263004,-0.3493695136551267,0.8196431945239896,3.2974876967213484
3.817014278211483,-0.1080041752206684,1.1919001826247957,0.6260407536248969
-0.5274844159724987,-0.3445300185283404,1.111841193828286,3.7792240307223484
-0.31498176245263004,-0.2634774371826832,0.9254894228048047,1.1077770876258963
3.817014278211483,0.019077381997533678,0.29504851527162,0.9909925218074721
-0.31498176245263004,-0.3616654160883688,1.622612346164904,-0.11846085346755672
-0.18246876989488878,0.12597645213143455,-0.04233390783101102,-0.10386278274025369
-0.31498176245263004,1.1214785237673925,0.3571778759473143,0.6406388243522002
-0.17876211276040646,-0.30620838674660333,0.39628379623032506,-0.08926471201295066
-0.8607170885780789,0.04133905958075046,0.4080456922328313,0.6844330365341089
0.2058580746058716,-0.25394183937731174,-0.33209934392657664,0.9326002388982604
0.5477426855981189,-0.34976384288767964,0.42460388029644897,1.8376806239910473
-0.8303100668438459,-0.2422553548489242,0.005941034901762274,0.4362658341699575
-0.43303879218589036,-0.30993659039983124,1.6711550177993861,1.2391597241716235
0.1066504865947284,-0.3383999913677445,0.8199562735613256,0.5822465414429877
0.008722996493406458,-0.2703602746963347,-0.8781437587719242,-1.1403258043787678
-0.5117434786747307,-0.32639087383090454,0.593187172347447,-0.30823577292249604
-0.037200516021429084,0.40254463659925654,0.6498556838256935,0.480060046351867
-0.5117434786747307,-0.22630294498655468,-0.3032865477331784,0.042117924532776574
0.2058580746058716,-0.334994420722969,-0.0339205585277135,0.08591213671468566
