3i. Percent of fleet that is electric,4f. Median household income,4g. Percent of population below the poverty level
0.8524109797749093,-0.8407634415531454,0.6859810150846658
0.5574596430927808,-0.22791574076427573,-0.6099546941782422
-0.09143329760790146,-0.4655593801290956,0.5481155140992499
-0.09143329760790146,0.9487460845651854,-0.7064605448680331
-0.09143329760790146,1.3062015754382799,-0.9821915468388647
-0.09143329760790146,-0.23835607638248474,-0.4996622933899096
-0.09143329760790146,-1.019581189882953,1.3063757695190368
-0.09143329760790146,1.4134130218900953,-1.161416698119905
-0.09143329760790146,-0.8029262252264637,0.5619020641977915
-0.09143329760790146,-1.0273574398606535,1.4856009208000764
-0.09143329760790146,-1.048526120355505,1.4718143707015354
-0.09143329760790146,-0.6743660924932761,0.2861710622269598
-0.09143329760790146,-0.6063239051883965,0.20345176163571066
-0.09143329760790146,-0.8199187714740315,-0.003346489842413106
-0.09143329760790146,-0.2821334836643543,-0.5961681440797006
-0.09143329760790146,-1.1828824394146638,3.0434810819352744
-0.09143329760790146,0.6933538746494101,-1.0097646470359478
-0.09143329760790146,0.5086319365217188,-0.7478201951636579
-0.09143329760790146,0.4519301137676525,-1.106270497725739
-0.09143329760790146,1.4574784384303983,-0.8994722462476153
-0.09143329760790146,-0.5167170246583198,1.8026915730665327
-0.09143329760790146,-0.2301478125171342,0.20345176163571066
-0.09143329760790146,-0.12635647600921485,-0.3893698926015769
-0.09143329760790146,-1.158833666335479,1.4028816202088275
-0.09143329760790146,-1.3189668140244228,2.2990073766140298
-0.09143329760790146,-0.5319455141979833,0.6584079148875822
-0.010321680020316172,2.4801993151272326,-1.2441359987111547
-0.09143329760790146,-0.5362656530744836,0.09315936084737798
-0.09143329760790146,-0.8829207967563274,0.865206166365706
-0.09143329760790146,-1.4396786944653017,2.5885249286834022
-0.09143329760790146,-0.8574319773849757,0.8376330661686228
-0.09143329760790146,-0.519525114928045,0.24481141193133543
-0.09143329760790146,-0.7704531813381033,0.2999576123255018
-0.09143329760790146,-0.9208300153976173,0.39646346301529245
-0.09143329760790146,-0.461167238937987,0.49296931370508357
-0.09143329760790146,-1.0970196792442206,1.3063757695190368
-0.09143329760790146,-0.8840728337900607,1.733758822573825
-0.09143329760790146,-0.7543246628658355,0.2723845121284182
-0.09143329760790146,-0.368752268138185,0.5067558638036251
-0.09143329760790146,-0.4401425630723523,0.32753071252258453
-0.09143329760790146,-1.1184403678402013,0.12073246104446116
-0.09143329760790146,-0.6854544489429601,-0.14121199082782876
-0.09143329760790146,-0.6623057047963794,0.6032617144934163
-0.09143329760790146,-0.9342224459147682,0.13451901114300274
-0.09143329760790146,-0.5429258671757549,-0.07227924033512104
-0.09143329760790146,-0.6029757975591088,0.038013160453211646
-0.09143329760790146,-0.6870745010216477,0.5205424139021667
-0.09143329760790146,-0.5755069145360279,0.5067558638036251
-0.09143329760790146,-0.9006333661499785,1.0720044178438293
-0.09143329760790146,-0.9067895640489915,1.0995775180409129
-0.09143329760790146,-0.5945155255926291,0.42403656321237565
-0.09143329760790146,-1.0110849167591691,1.2925892194204947
-0.09143329760790146,-0.7146153863593371,0.8376330661686228
-0.09143329760790146,-0.8951251890824407,0.31374416242404335
-0.09143329760790146,-0.016696950860715935,-0.23771784151761965
-0.09143329760790146,-0.18698242490943554,0.5481155140992499
-0.09143329760790146,-1.1587616640208707,1.6923991722782004
-0.09143329760790146,-0.5263653348158371,-0.2790774918132446
-0.09143329760790146,-1.2213676765728205,2.4230863275009034
0.14452777173780124,-0.8287030538562488,0.8514196162671643
-0.09143329760790146,-0.8682323245762263,1.1685102685336208
-0.09143329760790146,-1.0119489445344692,1.0995775180409129
0.13318348955771936,-0.04380582231075523,0.7411272154788318
-0.09143329760790146,-0.9248981461729885,0.9065658166613307
-0.09143329760790146,-1.198002925482415,2.0784225750373646
-0.09143329760790146,-1.1134362069749217,2.533378728289236
-0.09143329760790146,-0.7813615320012665,1.2925892194204947
-0.09143329760790146,-1.4482109687463898,3.815527887453602
-0.09143329760790146,-0.5509181240972804,0.9203523667598723
-0.09143329760790146,-1.3233589552155314,1.761331922770908
-0.09143329760790146,-0.7550446860119189,0.6721944649861241
-0.09143329760790146,-0.30697428220423095,-0.07227924033512104
-0.09143329760790146,-0.474595670612442,0.31374416242404335
-0.09143329760790146,0.7337111719873837,-0.5823815939811591
-0.09143329760790146,-0.6263045474922104,0.6170482645919578
0.4811192971279948,-0.28904570586675477,0.3413172626211261
-0.09143329760790146,-0.9069335686782081,0.6859810150846658
-0.09143329760790146,-0.9768118150056002,2.0094898245446564
-0.09143329760790146,-0.25210851847267735,0.1758786614386275
-0.09143329760790146,-0.9262661901505469,0.5756886142963331
0.137587740286457,-0.13589678269481964,-0.8718991460505322
-0.09143329760790146,-0.2517485068996356,-0.5134488434884512
-0.09143329760790146,-0.6242884826831769,0.4516096634094588
-0.09143329760790146,-0.375772493812498,0.5619020641977915
-0.09143329760790146,-0.06688256414272759,0.038013160453211646
-0.09143329760790146,-1.170570043616638,0.9754985671540386
-0.09143329760790146,-1.3353473405978198,1.2925892194204947
-0.09143329760790146,-1.0710268436706105,1.3890950701102858
-0.09143329760790146,0.5422930186011168,-0.7202470949665748
-0.09143329760790146,-1.298338150889134,1.6923991722782004
-0.09143329760790146,-0.9386865894204852,0.7549137655773737
-0.09143329760790146,-0.7964820180690174,1.0995775180409129
-0.09143329760790146,-0.6611896689199502,0.796273415872998
-0.09143329760790146,-1.3112265652040265,1.3890950701102858
0.34116199619255344,0.6173914327376134,-0.5134488434884512
-0.09143329760790146,-0.2909897683611799,0.3688903628182097
-0.09143329760790146,2.9238415765865073,-1.1200570478242806
-0.09143329760790146,-0.26211684020323633,-0.9270453464446984
-0.09143329760790146,-1.0318575845236746,0.5894751643948742
-0.09143329760790146,-0.6472572210432368,0.6997675651832069
-0.09143329760790146,-1.032541606512454,0.6584079148875822
-0.09143329760790146,-0.3114744268672521,0.258597962029877
-0.09143329760790146,-0.9016773997117994,0.9754985671540386
-0.09143329760790146,-0.29361785284438424,0.21723831173425187
-0.09143329760790146,-1.5118970160174647,3.2502793334133986
-0.09143329760790146,-0.9272742225550636,1.9681301742490318
-0.09143329760790146,-0.9239261149257759,1.4580278206029933
-0.09143329760790146,-0.848971705418496,0.7549137655773737
-0.09143329760790146,-0.9226660744201299,1.0995775180409129
-0.09143329760790146,-0.6955347729881275,0.7411272154788318
-0.09143329760790146,-1.0916195056485953,1.1685102685336208
-0.09143329760790146,-0.5746428867607278,0.12073246104446116
-0.09143329760790146,-0.9080856057119415,0.6584079148875822
-0.09143329760790146,-0.913737787408696,0.9203523667598723
0.6872382312329174,-0.1500092363580539,-0.6513143444738668
-0.09143329760790146,-1.1668259232570044,1.8578377734606992
-0.09143329760790146,0.365347330451126,-0.5410219436855346
-0.09143329760790146,-0.1455090916950328,-0.04470614013803767
-0.09143329760790146,-1.5103849674106897,2.6850307793731933
-0.09143329760790146,-0.9788278798146337,1.7889050229679913
-0.09143329760790146,-1.341323532710312,2.0232763746431983
-0.09143329760790146,-0.7477004499218685,0.5894751643948742
-0.09143329760790146,-0.5708627652437901,0.6997675651832069
-0.09143329760790146,-0.4419786220948649,-0.15499854092637036
-0.09143329760790146,-1.1565655934253163,1.6923991722782004
-0.09143329760790146,-0.9267702063528053,-0.33422369220741094
-0.09143329760790146,-1.1752141929088757,2.092209125135906
-0.09143329760790146,-0.883928829160844,1.4580278206029933
-0.09143329760790146,-0.11076797489650965,-0.16878509102491193
-0.09143329760790146,1.7815608564825278,-1.1476301480213638
-0.09143329760790146,-0.8730204784976808,0.6859810150846658
-0.09143329760790146,-0.883496815273194,0.6308348146904991
-0.09143329760790146,-1.1760782206841758,2.105995675234447
-0.09143329760790146,-0.45792713478061176,1.0030716673511215
-0.09143329760790146,-0.8478916706993709,1.113364068139454
-0.09143329760790146,-0.2626208564054947,2.188714975825697
-0.09143329760790146,-1.1377009869979318,3.6500892862711036
-0.09143329760790146,-1.0459340370296049,3.70523548666527
-0.09143329760790146,-1.1246685680538224,2.0232763746431983
-0.09143329760790146,0.1153912952882803,0.1758786614386275
-0.09143329760790146,-0.6229204387056185,-0.2515043916161612
-0.09143329760790146,-0.6902066017071105,2.436872877599445
-0.09143329760790146,0.4503820640035733,-1.1889897983169881
0.297902466812508,-0.9161498649480754,0.6584079148875822
-0.09143329760790146,0.31012155514653067,-1.4371477000907367
-0.09143329760790146,-0.06576652826629835,-0.22393129141907828
-0.09143329760790146,-0.2584087210009069,-0.017133039940954692
-0.09143329760790146,0.2943890494046088,-0.5272353935869928
-0.09143329760790146,0.48785926875721325,-0.14121199082782876
-0.09143329760790146,0.2591079152465231,0.5343289640007083
-0.09143329760790146,0.31562973221406854,-0.3755833425030355
-0.09143329760790146,0.7134785215824406,-0.41694299279866026
-0.09143329760790146,0.7586599739991728,-0.67888744467095
-0.09143329760790146,0.46910266580174115,-0.7202470949665748
-0.09143329760790146,-0.20512700819073673,0.6308348146904991
-0.09143329760790146,-0.16635376177414665,-0.5410219436855346
-0.09143329760790146,-0.832159164957449,1.995703274446115
-0.09143329760790146,-0.18190626172954769,0.9065658166613307
-0.09143329760790146,0.05602538689370554,-0.030919590039496084
-0.09143329760790146,-0.5509181240972804,1.444241270504452
-0.09143329760790146,0.5296566123873535,-0.5961681440797006
-0.09143329760790146,-0.697154825066815,0.49296931370508357
-0.09143329760790146,0.3689114450242387,-0.1963581912219951
-0.09143329760790146,-1.1089360623119007,2.188714975825697
-0.09143329760790146,-0.38966894053190726,0.7549137655773737
-0.09143329760790146,-0.9109296971389709,2.133568775431531
-0.09143329760790146,0.80362541947208,-0.6651008945724086
-0.09143329760790146,0.3336663120234572,-0.7891798454592827
